;filename;id;synset_id;label
8994;ILSVRC2012_val_00008995.JPEG;02398521-n;344;hippopotamus, hippo, river horse, Hippopotamus amphibius
8995;ILSVRC2012_val_00008996.JPEG;02105412-n;227;kelpie
8996;ILSVRC2012_val_00008997.JPEG;02095570-n;189;Lakeland terrier
8997;ILSVRC2012_val_00008998.JPEG;03782006-n;664;monitor
8998;ILSVRC2012_val_00008999.JPEG;03127925-n;519;crate
8999;ILSVRC2012_val_00009000.JPEG;03018349-n;495;china cabinet, china closet
9000;ILSVRC2012_val_00009001.JPEG;02107574-n;238;Greater Swiss Mountain dog
9001;ILSVRC2012_val_00009002.JPEG;03670208-n;627;limousine, limo
9002;ILSVRC2012_val_00009003.JPEG;02109961-n;248;Eskimo dog, husky
9003;ILSVRC2012_val_00009004.JPEG;01943899-n;112;conch
9004;ILSVRC2012_val_00009005.JPEG;04044716-n;755;radio telescope, radio reflector
9005;ILSVRC2012_val_00009006.JPEG;03840681-n;684;ocarina, sweet potato
9006;ILSVRC2012_val_00009007.JPEG;01855672-n;99;goose
9007;ILSVRC2012_val_00009008.JPEG;07873807-n;963;pizza, pizza pie
9008;ILSVRC2012_val_00009009.JPEG;02056570-n;145;king penguin, Aptenodytes patagonica
9009;ILSVRC2012_val_00009010.JPEG;04579432-n;902;whistle
9010;ILSVRC2012_val_00009011.JPEG;03404251-n;568;fur coat
9011;ILSVRC2012_val_00009012.JPEG;01860187-n;100;black swan, Cygnus atratus
9012;ILSVRC2012_val_00009013.JPEG;04332243-n;828;strainer
9013;ILSVRC2012_val_00009014.JPEG;01558993-n;15;robin, American robin, Turdus migratorius
9014;ILSVRC2012_val_00009015.JPEG;02277742-n;322;ringlet, ringlet butterfly
9015;ILSVRC2012_val_00009016.JPEG;03991062-n;738;pot, flowerpot
9016;ILSVRC2012_val_00009017.JPEG;03527444-n;597;holster
9017;ILSVRC2012_val_00009018.JPEG;03467068-n;583;guillotine
9018;ILSVRC2012_val_00009019.JPEG;01630670-n;26;common newt, Triturus vulgaris
9019;ILSVRC2012_val_00009020.JPEG;09835506-n;981;ballplayer, baseball player
9020;ILSVRC2012_val_00009021.JPEG;04376876-n;845;syringe
9021;ILSVRC2012_val_00009022.JPEG;02114548-n;270;white wolf, Arctic wolf, Canis lupus tundrarum
9022;ILSVRC2012_val_00009023.JPEG;03733281-n;646;maze, labyrinth
9023;ILSVRC2012_val_00009024.JPEG;03916031-n;711;perfume, essence
9024;ILSVRC2012_val_00009025.JPEG;02090622-n;169;borzoi, Russian wolfhound
9025;ILSVRC2012_val_00009026.JPEG;03976657-n;733;pole
9026;ILSVRC2012_val_00009027.JPEG;02129165-n;291;lion, king of beasts, Panthera leo
9027;ILSVRC2012_val_00009028.JPEG;02483708-n;369;siamang, Hylobates syndactylus, Symphalangus syndactylus
9028;ILSVRC2012_val_00009029.JPEG;12998815-n;992;agaric
9029;ILSVRC2012_val_00009030.JPEG;01667778-n;36;terrapin
9030;ILSVRC2012_val_00009031.JPEG;03124170-n;515;cowboy hat, ten-gallon hat
9031;ILSVRC2012_val_00009032.JPEG;03347037-n;556;fire screen, fireguard
9032;ILSVRC2012_val_00009033.JPEG;01978455-n;119;rock crab, Cancer irroratus
9033;ILSVRC2012_val_00009034.JPEG;02860847-n;450;bobsled, bobsleigh, bob
9034;ILSVRC2012_val_00009035.JPEG;02963159-n;474;cardigan
9035;ILSVRC2012_val_00009036.JPEG;01631663-n;27;eft
9036;ILSVRC2012_val_00009037.JPEG;02412080-n;348;ram, tup
9037;ILSVRC2012_val_00009038.JPEG;04067472-n;758;reel
9038;ILSVRC2012_val_00009039.JPEG;02027492-n;140;red-backed sandpiper, dunlin, Erolia alpina
9039;ILSVRC2012_val_00009040.JPEG;03201208-n;532;dining table, board
9040;ILSVRC2012_val_00009041.JPEG;04254680-n;805;soccer ball
9041;ILSVRC2012_val_00009042.JPEG;02980441-n;483;castle
9042;ILSVRC2012_val_00009043.JPEG;03942813-n;722;ping-pong ball
9043;ILSVRC2012_val_00009044.JPEG;04443257-n;860;tobacco shop, tobacconist shop, tobacconist
9044;ILSVRC2012_val_00009045.JPEG;01698640-n;50;American alligator, Alligator mississipiensis
9045;ILSVRC2012_val_00009046.JPEG;01914609-n;108;sea anemone, anemone
9046;ILSVRC2012_val_00009047.JPEG;02814860-n;437;beacon, lighthouse, beacon light, pharos
9047;ILSVRC2012_val_00009048.JPEG;04273569-n;814;speedboat
9048;ILSVRC2012_val_00009049.JPEG;04265275-n;811;space heater
9049;ILSVRC2012_val_00009050.JPEG;02910353-n;464;buckle
9050;ILSVRC2012_val_00009051.JPEG;01692333-n;45;Gila monster, Heloderma suspectum
9051;ILSVRC2012_val_00009052.JPEG;01494475-n;4;hammerhead, hammerhead shark
9052;ILSVRC2012_val_00009053.JPEG;07684084-n;930;French loaf
9053;ILSVRC2012_val_00009054.JPEG;04554684-n;897;washer, automatic washer, washing machine
9054;ILSVRC2012_val_00009055.JPEG;01985128-n;124;crayfish, crawfish, crawdad, crawdaddy
9055;ILSVRC2012_val_00009056.JPEG;04532106-n;887;vestment
9056;ILSVRC2012_val_00009057.JPEG;01882714-n;105;koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus
9057;ILSVRC2012_val_00009058.JPEG;02437616-n;355;llama
9058;ILSVRC2012_val_00009059.JPEG;03000134-n;489;chainlink fence
9059;ILSVRC2012_val_00009060.JPEG;02108000-n;241;EntleBucher
9060;ILSVRC2012_val_00009061.JPEG;02093256-n;179;Staffordshire bullterrier, Staffordshire bull terrier
9061;ILSVRC2012_val_00009062.JPEG;02098105-n;202;soft-coated wheaten terrier
9062;ILSVRC2012_val_00009063.JPEG;02443484-n;359;black-footed ferret, ferret, Mustela nigripes
9063;ILSVRC2012_val_00009064.JPEG;02177972-n;307;weevil
9064;ILSVRC2012_val_00009065.JPEG;02098413-n;204;Lhasa, Lhasa apso
9065;ILSVRC2012_val_00009066.JPEG;01744401-n;62;rock python, rock snake, Python sebae
9066;ILSVRC2012_val_00009067.JPEG;01689811-n;44;alligator lizard
9067;ILSVRC2012_val_00009068.JPEG;03929855-n;715;pickelhaube
9068;ILSVRC2012_val_00009069.JPEG;02108422-n;243;bull mastiff
9069;ILSVRC2012_val_00009070.JPEG;02488702-n;375;colobus, colobus monkey
9070;ILSVRC2012_val_00009071.JPEG;03782006-n;664;monitor
9071;ILSVRC2012_val_00009072.JPEG;04592741-n;908;wing
9072;ILSVRC2012_val_00009073.JPEG;02481823-n;367;chimpanzee, chimp, Pan troglodytes
9073;ILSVRC2012_val_00009074.JPEG;03877845-n;698;palace
9074;ILSVRC2012_val_00009075.JPEG;02096585-n;195;Boston bull, Boston terrier
9075;ILSVRC2012_val_00009076.JPEG;02443114-n;358;polecat, fitch, foulmart, foumart, Mustela putorius
9076;ILSVRC2012_val_00009077.JPEG;01751748-n;65;sea snake
9077;ILSVRC2012_val_00009078.JPEG;04330267-n;827;stove
9078;ILSVRC2012_val_00009079.JPEG;04311004-n;821;steel arch bridge
9079;ILSVRC2012_val_00009080.JPEG;04325704-n;824;stole
9080;ILSVRC2012_val_00009081.JPEG;02096585-n;195;Boston bull, Boston terrier
9081;ILSVRC2012_val_00009082.JPEG;01518878-n;9;ostrich, Struthio camelus
9082;ILSVRC2012_val_00009083.JPEG;02966193-n;476;carousel, carrousel, merry-go-round, roundabout, whirligig
9083;ILSVRC2012_val_00009084.JPEG;13052670-n;996;hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa
9084;ILSVRC2012_val_00009085.JPEG;09193705-n;970;alp
9085;ILSVRC2012_val_00009086.JPEG;02174001-n;306;rhinoceros beetle
9086;ILSVRC2012_val_00009087.JPEG;03530642-n;599;honeycomb
9087;ILSVRC2012_val_00009088.JPEG;02077923-n;150;sea lion
9088;ILSVRC2012_val_00009089.JPEG;03218198-n;537;dogsled, dog sled, dog sleigh
9089;ILSVRC2012_val_00009090.JPEG;03690938-n;631;lotion
9090;ILSVRC2012_val_00009091.JPEG;02708093-n;409;analog clock
9091;ILSVRC2012_val_00009092.JPEG;02536864-n;391;coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch
9092;ILSVRC2012_val_00009093.JPEG;01806143-n;84;peacock
9093;ILSVRC2012_val_00009094.JPEG;02172182-n;305;dung beetle
9094;ILSVRC2012_val_00009095.JPEG;03461385-n;582;grocery store, grocery, food market, market
9095;ILSVRC2012_val_00009096.JPEG;07747607-n;950;orange
9096;ILSVRC2012_val_00009097.JPEG;07742313-n;948;Granny Smith
9097;ILSVRC2012_val_00009098.JPEG;02123045-n;281;tabby, tabby cat
9098;ILSVRC2012_val_00009099.JPEG;02391049-n;340;zebra
9099;ILSVRC2012_val_00009100.JPEG;02667093-n;399;abaya
9100;ILSVRC2012_val_00009101.JPEG;03125729-n;516;cradle
9101;ILSVRC2012_val_00009102.JPEG;03376595-n;559;folding chair
9102;ILSVRC2012_val_00009103.JPEG;03956157-n;727;planetarium
9103;ILSVRC2012_val_00009104.JPEG;02109047-n;246;Great Dane
9104;ILSVRC2012_val_00009105.JPEG;01768244-n;69;trilobite
9105;ILSVRC2012_val_00009106.JPEG;04429376-n;857;throne
9106;ILSVRC2012_val_00009107.JPEG;10565667-n;983;scuba diver
9107;ILSVRC2012_val_00009108.JPEG;03584829-n;606;iron, smoothing iron
9108;ILSVRC2012_val_00009109.JPEG;03188531-n;529;diaper, nappy, napkin
9109;ILSVRC2012_val_00009110.JPEG;02879718-n;456;bow
9110;ILSVRC2012_val_00009111.JPEG;02859443-n;449;boathouse
9111;ILSVRC2012_val_00009112.JPEG;02086910-n;157;papillon
9112;ILSVRC2012_val_00009113.JPEG;01677366-n;39;common iguana, iguana, Iguana iguana
9113;ILSVRC2012_val_00009114.JPEG;07745940-n;949;strawberry
9114;ILSVRC2012_val_00009115.JPEG;02823428-n;440;beer bottle
9115;ILSVRC2012_val_00009116.JPEG;04560804-n;899;water jug
9116;ILSVRC2012_val_00009117.JPEG;03924679-n;713;photocopier
9117;ILSVRC2012_val_00009118.JPEG;02457408-n;364;three-toed sloth, ai, Bradypus tridactylus
9118;ILSVRC2012_val_00009119.JPEG;02667093-n;399;abaya
9119;ILSVRC2012_val_00009120.JPEG;02112350-n;261;keeshond
9120;ILSVRC2012_val_00009121.JPEG;04133789-n;774;sandal
9121;ILSVRC2012_val_00009122.JPEG;03492542-n;592;hard disc, hard disk, fixed disk
9122;ILSVRC2012_val_00009123.JPEG;03976467-n;732;Polaroid camera, Polaroid Land camera
9123;ILSVRC2012_val_00009124.JPEG;02095889-n;190;Sealyham terrier, Sealyham
9124;ILSVRC2012_val_00009125.JPEG;01729977-n;55;green snake, grass snake
9125;ILSVRC2012_val_00009126.JPEG;03884397-n;699;panpipe, pandean pipe, syrinx
9126;ILSVRC2012_val_00009127.JPEG;06785654-n;918;crossword puzzle, crossword
9127;ILSVRC2012_val_00009128.JPEG;01443537-n;1;goldfish, Carassius auratus
9128;ILSVRC2012_val_00009129.JPEG;02281787-n;326;lycaenid, lycaenid butterfly
9129;ILSVRC2012_val_00009130.JPEG;01968897-n;117;chambered nautilus, pearly nautilus, nautilus
9130;ILSVRC2012_val_00009131.JPEG;03868863-n;691;oxygen mask
9131;ILSVRC2012_val_00009132.JPEG;02916936-n;465;bulletproof vest
9132;ILSVRC2012_val_00009133.JPEG;02099429-n;206;curly-coated retriever
9133;ILSVRC2012_val_00009134.JPEG;02398521-n;344;hippopotamus, hippo, river horse, Hippopotamus amphibius
9134;ILSVRC2012_val_00009135.JPEG;04509417-n;880;unicycle, monocycle
9135;ILSVRC2012_val_00009136.JPEG;02089973-n;167;English foxhound
9136;ILSVRC2012_val_00009137.JPEG;03447447-n;576;gondola
9137;ILSVRC2012_val_00009138.JPEG;02814533-n;436;beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon
9138;ILSVRC2012_val_00009139.JPEG;01855032-n;98;red-breasted merganser, Mergus serrator
9139;ILSVRC2012_val_00009140.JPEG;03793489-n;673;mouse, computer mouse
9140;ILSVRC2012_val_00009141.JPEG;03742115-n;648;medicine chest, medicine cabinet
9141;ILSVRC2012_val_00009142.JPEG;02102973-n;221;Irish water spaniel
9142;ILSVRC2012_val_00009143.JPEG;02364673-n;338;guinea pig, Cavia cobaya
9143;ILSVRC2012_val_00009144.JPEG;01632777-n;29;axolotl, mud puppy, Ambystoma mexicanum
9144;ILSVRC2012_val_00009145.JPEG;02782093-n;417;balloon
9145;ILSVRC2012_val_00009146.JPEG;02708093-n;409;analog clock
9146;ILSVRC2012_val_00009147.JPEG;04376876-n;845;syringe
9147;ILSVRC2012_val_00009148.JPEG;02074367-n;149;dugong, Dugong dugon
9148;ILSVRC2012_val_00009149.JPEG;03796401-n;675;moving van
9149;ILSVRC2012_val_00009150.JPEG;07753113-n;952;fig
9150;ILSVRC2012_val_00009151.JPEG;03742115-n;648;medicine chest, medicine cabinet
9151;ILSVRC2012_val_00009152.JPEG;02488702-n;375;colobus, colobus monkey
9152;ILSVRC2012_val_00009153.JPEG;03196217-n;530;digital clock
9153;ILSVRC2012_val_00009154.JPEG;02106662-n;235;German shepherd, German shepherd dog, German police dog, alsatian
9154;ILSVRC2012_val_00009155.JPEG;07802026-n;958;hay
9155;ILSVRC2012_val_00009156.JPEG;01755581-n;67;diamondback, diamondback rattlesnake, Crotalus adamanteus
9156;ILSVRC2012_val_00009157.JPEG;02074367-n;149;dugong, Dugong dugon
9157;ILSVRC2012_val_00009158.JPEG;01806567-n;85;quail
9158;ILSVRC2012_val_00009159.JPEG;01795545-n;80;black grouse
9159;ILSVRC2012_val_00009160.JPEG;02484975-n;370;guenon, guenon monkey
9160;ILSVRC2012_val_00009161.JPEG;02443484-n;359;black-footed ferret, ferret, Mustela nigripes
9161;ILSVRC2012_val_00009162.JPEG;03272010-n;546;electric guitar
9162;ILSVRC2012_val_00009163.JPEG;02011460-n;133;bittern
9163;ILSVRC2012_val_00009164.JPEG;03388183-n;563;fountain pen
9164;ILSVRC2012_val_00009165.JPEG;02871525-n;454;bookshop, bookstore, bookstall
9165;ILSVRC2012_val_00009166.JPEG;03444034-n;573;go-kart
9166;ILSVRC2012_val_00009167.JPEG;01882714-n;105;koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus
9167;ILSVRC2012_val_00009168.JPEG;01677366-n;39;common iguana, iguana, Iguana iguana
9168;ILSVRC2012_val_00009169.JPEG;02979186-n;482;cassette player
9169;ILSVRC2012_val_00009170.JPEG;02110063-n;249;malamute, malemute, Alaskan malamute
9170;ILSVRC2012_val_00009171.JPEG;02119022-n;277;red fox, Vulpes vulpes
9171;ILSVRC2012_val_00009172.JPEG;02342885-n;333;hamster
9172;ILSVRC2012_val_00009173.JPEG;04311004-n;821;steel arch bridge
9173;ILSVRC2012_val_00009174.JPEG;04179913-n;786;sewing machine
9174;ILSVRC2012_val_00009175.JPEG;02027492-n;140;red-backed sandpiper, dunlin, Erolia alpina
9175;ILSVRC2012_val_00009176.JPEG;03345487-n;555;fire engine, fire truck
9176;ILSVRC2012_val_00009177.JPEG;02281406-n;325;sulphur butterfly, sulfur butterfly
9177;ILSVRC2012_val_00009178.JPEG;13040303-n;994;stinkhorn, carrion fungus
9178;ILSVRC2012_val_00009179.JPEG;02113186-n;264;Cardigan, Cardigan Welsh corgi
9179;ILSVRC2012_val_00009180.JPEG;03877472-n;697;pajama, pyjama, pj's, jammies
9180;ILSVRC2012_val_00009181.JPEG;12267677-n;988;acorn
9181;ILSVRC2012_val_00009182.JPEG;03133878-n;521;Crock Pot
9182;ILSVRC2012_val_00009183.JPEG;03250847-n;542;drumstick
9183;ILSVRC2012_val_00009184.JPEG;04258138-n;807;solar dish, solar collector, solar furnace
9184;ILSVRC2012_val_00009185.JPEG;02804610-n;432;bassoon
9185;ILSVRC2012_val_00009186.JPEG;04146614-n;779;school bus
9186;ILSVRC2012_val_00009187.JPEG;04209133-n;793;shower cap
9187;ILSVRC2012_val_00009188.JPEG;02442845-n;357;mink
9188;ILSVRC2012_val_00009189.JPEG;02007558-n;130;flamingo
9189;ILSVRC2012_val_00009190.JPEG;01734418-n;56;king snake, kingsnake
9190;ILSVRC2012_val_00009191.JPEG;02859443-n;449;boathouse
9191;ILSVRC2012_val_00009192.JPEG;03595614-n;610;jersey, T-shirt, tee shirt
9192;ILSVRC2012_val_00009193.JPEG;03476991-n;585;hair spray
9193;ILSVRC2012_val_00009194.JPEG;02704792-n;408;amphibian, amphibious vehicle
9194;ILSVRC2012_val_00009195.JPEG;03933933-n;718;pier
9195;ILSVRC2012_val_00009196.JPEG;03792782-n;671;mountain bike, all-terrain bike, off-roader
9196;ILSVRC2012_val_00009197.JPEG;03814906-n;679;necklace
9197;ILSVRC2012_val_00009198.JPEG;02808304-n;434;bath towel
9198;ILSVRC2012_val_00009199.JPEG;02808440-n;435;bathtub, bathing tub, bath, tub
9199;ILSVRC2012_val_00009200.JPEG;02097474-n;200;Tibetan terrier, chrysanthemum dog
9200;ILSVRC2012_val_00009201.JPEG;09428293-n;978;seashore, coast, seacoast, sea-coast
9201;ILSVRC2012_val_00009202.JPEG;03764736-n;653;milk can
9202;ILSVRC2012_val_00009203.JPEG;07747607-n;950;orange
9203;ILSVRC2012_val_00009204.JPEG;02487347-n;373;macaque
9204;ILSVRC2012_val_00009205.JPEG;02094258-n;186;Norwich terrier
9205;ILSVRC2012_val_00009206.JPEG;02494079-n;382;squirrel monkey, Saimiri sciureus
9206;ILSVRC2012_val_00009207.JPEG;04462240-n;865;toyshop
9207;ILSVRC2012_val_00009208.JPEG;02837789-n;445;bikini, two-piece
9208;ILSVRC2012_val_00009209.JPEG;01641577-n;30;bullfrog, Rana catesbeiana
9209;ILSVRC2012_val_00009210.JPEG;02807133-n;433;bathing cap, swimming cap
9210;ILSVRC2012_val_00009211.JPEG;03976467-n;732;Polaroid camera, Polaroid Land camera
9211;ILSVRC2012_val_00009212.JPEG;07684084-n;930;French loaf
9212;ILSVRC2012_val_00009213.JPEG;03599486-n;612;jinrikisha, ricksha, rickshaw
9213;ILSVRC2012_val_00009214.JPEG;03841143-n;685;odometer, hodometer, mileometer, milometer
9214;ILSVRC2012_val_00009215.JPEG;02113186-n;264;Cardigan, Cardigan Welsh corgi
9215;ILSVRC2012_val_00009216.JPEG;03584254-n;605;iPod
9216;ILSVRC2012_val_00009217.JPEG;03109150-n;512;corkscrew, bottle screw
9217;ILSVRC2012_val_00009218.JPEG;04417672-n;853;thatch, thatched roof
9218;ILSVRC2012_val_00009219.JPEG;02497673-n;383;Madagascar cat, ring-tailed lemur, Lemur catta
9219;ILSVRC2012_val_00009220.JPEG;01582220-n;18;magpie
9220;ILSVRC2012_val_00009221.JPEG;02089078-n;165;black-and-tan coonhound
9221;ILSVRC2012_val_00009222.JPEG;02445715-n;361;skunk, polecat, wood pussy
9222;ILSVRC2012_val_00009223.JPEG;07747607-n;950;orange
9223;ILSVRC2012_val_00009224.JPEG;01806143-n;84;peacock
9224;ILSVRC2012_val_00009225.JPEG;04141327-n;777;scabbard
9225;ILSVRC2012_val_00009226.JPEG;02701002-n;407;ambulance
9226;ILSVRC2012_val_00009227.JPEG;02279972-n;323;monarch, monarch butterfly, milkweed butterfly, Danaus plexippus
9227;ILSVRC2012_val_00009228.JPEG;02110958-n;254;pug, pug-dog
9228;ILSVRC2012_val_00009229.JPEG;03047690-n;502;clog, geta, patten, sabot
9229;ILSVRC2012_val_00009230.JPEG;04465501-n;866;tractor
9230;ILSVRC2012_val_00009231.JPEG;02894605-n;460;breakwater, groin, groyne, mole, bulwark, seawall, jetty
9231;ILSVRC2012_val_00009232.JPEG;03538406-n;603;horse cart, horse-cart
9232;ILSVRC2012_val_00009233.JPEG;01871265-n;101;tusker
9233;ILSVRC2012_val_00009234.JPEG;02114855-n;272;coyote, prairie wolf, brush wolf, Canis latrans
9234;ILSVRC2012_val_00009235.JPEG;07747607-n;950;orange
9235;ILSVRC2012_val_00009236.JPEG;02128385-n;288;leopard, Panthera pardus
9236;ILSVRC2012_val_00009237.JPEG;02837789-n;445;bikini, two-piece
9237;ILSVRC2012_val_00009238.JPEG;04146614-n;779;school bus
9238;ILSVRC2012_val_00009239.JPEG;02510455-n;388;giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca
9239;ILSVRC2012_val_00009240.JPEG;02879718-n;456;bow
9240;ILSVRC2012_val_00009241.JPEG;02108089-n;242;boxer
9241;ILSVRC2012_val_00009242.JPEG;03124043-n;514;cowboy boot
9242;ILSVRC2012_val_00009243.JPEG;03188531-n;529;diaper, nappy, napkin
9243;ILSVRC2012_val_00009244.JPEG;01739381-n;59;vine snake
9244;ILSVRC2012_val_00009245.JPEG;02487347-n;373;macaque
9245;ILSVRC2012_val_00009246.JPEG;03314780-n;551;face powder
9246;ILSVRC2012_val_00009247.JPEG;01855672-n;99;goose
9247;ILSVRC2012_val_00009248.JPEG;07711569-n;935;mashed potato
9248;ILSVRC2012_val_00009249.JPEG;04442312-n;859;toaster
9249;ILSVRC2012_val_00009250.JPEG;01768244-n;69;trilobite
9250;ILSVRC2012_val_00009251.JPEG;03630383-n;617;lab coat, laboratory coat
9251;ILSVRC2012_val_00009252.JPEG;03483316-n;589;hand blower, blow dryer, blow drier, hair dryer, hair drier
9252;ILSVRC2012_val_00009253.JPEG;02108000-n;241;EntleBucher
9253;ILSVRC2012_val_00009254.JPEG;01560419-n;16;bulbul
9254;ILSVRC2012_val_00009255.JPEG;07730033-n;946;cardoon
9255;ILSVRC2012_val_00009256.JPEG;01917289-n;109;brain coral
9256;ILSVRC2012_val_00009257.JPEG;04070727-n;760;refrigerator, icebox
9257;ILSVRC2012_val_00009258.JPEG;03782006-n;664;monitor
9258;ILSVRC2012_val_00009259.JPEG;03983396-n;737;pop bottle, soda bottle
9259;ILSVRC2012_val_00009260.JPEG;04141327-n;777;scabbard
9260;ILSVRC2012_val_00009261.JPEG;03933933-n;718;pier
9261;ILSVRC2012_val_00009262.JPEG;03895866-n;705;passenger car, coach, carriage
9262;ILSVRC2012_val_00009263.JPEG;02325366-n;330;wood rabbit, cottontail, cottontail rabbit
9263;ILSVRC2012_val_00009264.JPEG;02128925-n;290;jaguar, panther, Panthera onca, Felis onca
9264;ILSVRC2012_val_00009265.JPEG;07717410-n;941;acorn squash
9265;ILSVRC2012_val_00009266.JPEG;12267677-n;988;acorn
9266;ILSVRC2012_val_00009267.JPEG;01532829-n;12;house finch, linnet, Carpodacus mexicanus
9267;ILSVRC2012_val_00009268.JPEG;02119022-n;277;red fox, Vulpes vulpes
9268;ILSVRC2012_val_00009269.JPEG;07717556-n;942;butternut squash
9269;ILSVRC2012_val_00009270.JPEG;02804414-n;431;bassinet
9270;ILSVRC2012_val_00009271.JPEG;02992211-n;486;cello, violoncello
9271;ILSVRC2012_val_00009272.JPEG;02492660-n;379;howler monkey, howler
9272;ILSVRC2012_val_00009273.JPEG;02843684-n;448;birdhouse
9273;ILSVRC2012_val_00009274.JPEG;02363005-n;337;beaver
9274;ILSVRC2012_val_00009275.JPEG;03691459-n;632;loudspeaker, speaker, speaker unit, loudspeaker system, speaker system
9275;ILSVRC2012_val_00009276.JPEG;07714571-n;936;head cabbage
9276;ILSVRC2012_val_00009277.JPEG;02106550-n;234;Rottweiler
9277;ILSVRC2012_val_00009278.JPEG;03840681-n;684;ocarina, sweet potato
9278;ILSVRC2012_val_00009279.JPEG;03400231-n;567;frying pan, frypan, skillet
9279;ILSVRC2012_val_00009280.JPEG;02096437-n;194;Dandie Dinmont, Dandie Dinmont terrier
9280;ILSVRC2012_val_00009281.JPEG;02094433-n;187;Yorkshire terrier
9281;ILSVRC2012_val_00009282.JPEG;03673027-n;628;liner, ocean liner
9282;ILSVRC2012_val_00009283.JPEG;01860187-n;100;black swan, Cygnus atratus
9283;ILSVRC2012_val_00009284.JPEG;03125729-n;516;cradle
9284;ILSVRC2012_val_00009285.JPEG;02112137-n;260;chow, chow chow
9285;ILSVRC2012_val_00009286.JPEG;03825788-n;680;nipple
9286;ILSVRC2012_val_00009287.JPEG;01735189-n;57;garter snake, grass snake
9287;ILSVRC2012_val_00009288.JPEG;03773504-n;657;missile
9288;ILSVRC2012_val_00009289.JPEG;02109961-n;248;Eskimo dog, husky
9289;ILSVRC2012_val_00009290.JPEG;04141076-n;776;sax, saxophone
9290;ILSVRC2012_val_00009291.JPEG;01833805-n;94;hummingbird
9291;ILSVRC2012_val_00009292.JPEG;03062245-n;503;cocktail shaker
9292;ILSVRC2012_val_00009293.JPEG;03272010-n;546;electric guitar
9293;ILSVRC2012_val_00009294.JPEG;01855032-n;98;red-breasted merganser, Mergus serrator
9294;ILSVRC2012_val_00009295.JPEG;02815834-n;438;beaker
9295;ILSVRC2012_val_00009296.JPEG;03089624-n;509;confectionery, confectionary, candy store
9296;ILSVRC2012_val_00009297.JPEG;01641577-n;30;bullfrog, Rana catesbeiana
9297;ILSVRC2012_val_00009298.JPEG;03160309-n;525;dam, dike, dyke
9298;ILSVRC2012_val_00009299.JPEG;07892512-n;966;red wine
9299;ILSVRC2012_val_00009300.JPEG;03950228-n;725;pitcher, ewer
9300;ILSVRC2012_val_00009301.JPEG;02104029-n;222;kuvasz
9301;ILSVRC2012_val_00009302.JPEG;03344393-n;554;fireboat
9302;ILSVRC2012_val_00009303.JPEG;02094114-n;185;Norfolk terrier
9303;ILSVRC2012_val_00009304.JPEG;04404412-n;851;television, television system
9304;ILSVRC2012_val_00009305.JPEG;02277742-n;322;ringlet, ringlet butterfly
9305;ILSVRC2012_val_00009306.JPEG;03220513-n;538;dome
9306;ILSVRC2012_val_00009307.JPEG;02883205-n;457;bow tie, bow-tie, bowtie
9307;ILSVRC2012_val_00009308.JPEG;03976657-n;733;pole
9308;ILSVRC2012_val_00009309.JPEG;03792782-n;671;mountain bike, all-terrain bike, off-roader
9309;ILSVRC2012_val_00009310.JPEG;04542943-n;891;waffle iron
9310;ILSVRC2012_val_00009311.JPEG;02443484-n;359;black-footed ferret, ferret, Mustela nigripes
9311;ILSVRC2012_val_00009312.JPEG;01632458-n;28;spotted salamander, Ambystoma maculatum
9312;ILSVRC2012_val_00009313.JPEG;01819313-n;89;sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita
9313;ILSVRC2012_val_00009314.JPEG;02017213-n;136;European gallinule, Porphyrio porphyrio
9314;ILSVRC2012_val_00009315.JPEG;09229709-n;971;bubble
9315;ILSVRC2012_val_00009316.JPEG;03876231-n;696;paintbrush
9316;ILSVRC2012_val_00009317.JPEG;03763968-n;652;military uniform
9317;ILSVRC2012_val_00009318.JPEG;03291819-n;549;envelope
9318;ILSVRC2012_val_00009319.JPEG;04462240-n;865;toyshop
9319;ILSVRC2012_val_00009320.JPEG;04039381-n;752;racket, racquet
9320;ILSVRC2012_val_00009321.JPEG;03697007-n;634;lumbermill, sawmill
9321;ILSVRC2012_val_00009322.JPEG;04505470-n;878;typewriter keyboard
9322;ILSVRC2012_val_00009323.JPEG;02489166-n;376;proboscis monkey, Nasalis larvatus
9323;ILSVRC2012_val_00009324.JPEG;02071294-n;148;killer whale, killer, orca, grampus, sea wolf, Orcinus orca
9324;ILSVRC2012_val_00009325.JPEG;03297495-n;550;espresso maker
9325;ILSVRC2012_val_00009326.JPEG;01753488-n;66;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus
9326;ILSVRC2012_val_00009327.JPEG;04049303-n;756;rain barrel
9327;ILSVRC2012_val_00009328.JPEG;03791053-n;670;motor scooter, scooter
9328;ILSVRC2012_val_00009329.JPEG;02988304-n;485;CD player
9329;ILSVRC2012_val_00009330.JPEG;01531178-n;11;goldfinch, Carduelis carduelis
9330;ILSVRC2012_val_00009331.JPEG;02089973-n;167;English foxhound
